项目管理中心策划设计业务收入台账,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
合同基本信息,,,,,,,,,,,,,各部门合同额,,,,,,,,,,,,,,,收款条件,,,,节点执行情况,,,,,,,,,,,业务部门履约进展,,,累计,,,,,,各部门收入分配,,,,,,,,,,,,,,各部门回款分配,,,,,,,,,,,,,,法律合规,,,,开始时间,45323.00 ,,,,,,,,,
序号,区域,签订日期,项目名称,项目编号, ,合同编号,类型,甲方合同编号,"甲方单位
名称",总建面,单价描述,合同总金额,客研,创作中心,创作一室,创作二室,创作三室,工程中心,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,D e si g n R,项目管理,外委归属部门,次序,合同付款节点,比例,合同节点金额,收入金额,形式,收入日期,产值确认金额,产值确认日期,实际开票金额,开票日期,回款金额,回款时间,应收账款,备注,设计进度,"商务
沟通情况",成果确认单确认日期,累计收入,累计开票金额,累计回款金额,剩余收入,已确认收入未开票,已开票未回款,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,客研,创作中心,创作一室,创作二室,创作三室,工程,"工程精装
工作室",咨询,BIM中心,"BIM智慧
建造工作室",TOD中心,精装中心,DesignR,项目管理,形成方式,合同审批方式,,,结束时间,45351.00 ,,,,,,,,,
23,外部,43255.00 ,玉泉路项目,/,石景山区玉泉西一路x-18160地块项目建筑设计咨询服务合同,CRCCRE-SJ-ZX-2018-004,咨询,,北京中实置业有限公司,95526.00 ,咨询：7元/㎡,668682.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,668682.00 ,0.00 ,0.00 ,,,,0.00 ,0.00 ,1.00 ,支付 20％为本合同预付款,0.20 ,133736.40 ,133700.00 ,产值确认单,43160.00 ,/,/,133700.00 ,43160.00 ,133700.00 ,43252.00 ,0.00 ,"扣除招标代理费：9027元
结算金额：659655元",,,,659641.20 ,659655.00 ,659655.00 ,9040.80 ,-13.80 ,0.00 ,,,,,,,,133700.00 ,,,,,,,,,,,,,,133700.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,支付当前进行地块设计咨询费的30％为方案设计阶段付款,0.30 ,200604.60 ,191573.00 ,产值确认单,43282.00 ,/,/,191573.00 ,43282.00 ,191573.00 ,43344.00 ,0.00 ,,,,,,,,,,,,,,,,,,191573.00 ,,,,,,,,,,,,,,191573.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,支付当前进行地块设计咨询费的40％为施工图阶段付款,0.40 ,267472.80 ,267500.00 ,产值确认单,43739.00 ,/,/,267500.00 ,43739.00 ,267500.00 ,43800.00 ,0.00 ,,,,,,,,,,,,,,,,,,267500.00 ,,,,,,,,,,,,,,267500.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,支付当前进行地块设计费的10％为施工完成后尾款,0.10 ,66868.20 ,66868.20 ,产值确认单,44186.00 ,66868.20 ,44186.00 ,66882.00 ,,66882.00 ,,-13.80 ,,,,,,,,,,,,,,,,,,66868.20 ,,,,,,,,,,,,,,66882.00 ,,,,,,,,,66882.00 ,0.00 ,,,,,,,,,,,
24,外部,43925.00 ,"中车·国际广场三期项目
（完成）",CRCCRE-DC-XM-2020-053,BIM建模管综优化设计委托合同,CRCCRE-SJ-BIM-2020-005,BIM,,中车置业（太原）有限公司,地下室及地库按用地面积54525.68㎡；园区小市政按地下室建筑面积70898.89㎡,BIM单点应用BIM建模地下室：7.2元/㎡         市政：8.5元/㎡,995225.46 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,995225.46 ,0.00 ,,,,0.00 ,0.00 ,1.00 ,合同签订后，30个工作日内,0.20 ,199045.09 ,199045.09 ,开票,43969.00 ,/,/,199045.09 ,43969.00 ,199045.09 ,43978.00 ,0.00 ,,,,,995225.46 ,995225.46 ,995225.46 ,0.00 ,0.00 ,0.01 ,,,,,,,,,199045.09 ,,,,,,,,,,,,,,199045.09 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,乙方提交第一版BIM模型后，经甲方书面确认后，30个工作日内,0.35 ,348328.91 ,348328.91 ,开票,44053.00 ,/,/,348328.91 ,44053.00 ,348328.91 ,44068.00 ,0.00 ,,,8月已回款,,,,,,,,,,,,,,,,348328.91 ,,,,,,,,,,,,,,348328.91 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,乙方提交所有成果，经甲方书面确认后，30个工作日内,0.35 ,348328.91 ,348328.91 ,产值确认单,44545.00 ,348328.91 ,44545.00 ,348328.91 ,44538.00 ,348328.91 ,44587.00 ,0.00 ,,,,,,,,,,,,,,,,,,,348328.91 ,,,,,,,,,,,,,,348328.91 ,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,乙方配合施工单位完成的地下室BIM深化工作，经甲方书面确认后，30个工作日内,0.10 ,99522.55 ,99522.55 ,产值确认单,44545.00 ,99522.55 ,44545.00 ,99522.55 ,44849.00 ,99522.55 ,44862.00 ,0.00 ,,,,,,,,,,,,,,,,,,,99522.55 ,,,,,,,,,,,,,,99522.55 ,,,,,,,,,,,,,,,,,,,,
25,外部,44169.00 ,温州未来社区精装项目,CRCCRE-DC-XM-2020-088,温州市核心片区广化单元黄龙商贸城街坊一期C-15地块批量户型精装及公共区域精装设计合同,CRCCRE-SJ-GC-2020-010,精装,CRCCUD-WZJO-QQ-2020-0032,温州京瓯城市开发有限公司,2225.83 ,综合单价：273.16元/㎡,608000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,608000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,0.00 ,0.00 ,1.00 ,合同签署生效之日起自乙方完成扩初设计之日起且经甲方审核确认后30个工作日内,0.20 ,121600.00 ,121600.00 ,产值确认单,44252.00 ,121600.00 ,44252.00 ,121600.00 ,44257.00 ,121600.00 ,44375.00 ,0.00 ,,,,,601920.00 ,601920.00 ,601920.00 ,6080.00 ,0.00 ,0.00 ,,,,,,,121600.00 ,,,,,,,,,,,,,,121600.00 ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,自乙方完成施工图设计之日起 且经甲方审核确认后30个工作日内,0.40 ,243200.00 ,243200.00 ,产值确认单,44252.00 ,243200.00 ,44252.00 ,243200.00 ,44390.00 ,243200.00 ,44530.00 ,0.00 ,,,,,,,,,,,,,,,,,243200.00 ,,,,,,,,,,,,,,243200.00 ,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,装修图纸会审且经甲方审核确认后30个工作日内,0.20 ,121600.00 ,121600.00 ,开票,44772.00 ,121600.00 ,44813.00 ,121600.00 ,44813.00 ,121600.00 ,44895.00 ,0.00 ,,,,,,,,,,,,,,,,28880.00 ,78280.00 ,14440.00 ,,,,,,,,,,,,28880.00 ,78280.00 ,14440.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,自甲方装修工程全部完成之日起经甲方审核确认后 30 个工作日内,0.20 ,121600.00 ,121600.00 ,产值确认单,45288.00 ,121600.00 ,45288.00 ,115520.00 ,,115520.00 ,46172.00 ,6080.00 ,,,,,,,,,,,,,,,,28880.00 ,78280.00 ,14440.00 ,,,,,,,,,,,,27436.00 ,74366.00 ,13718.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6080.00 ,预估,46019.00 ,-6080.00 ,46019.00 ,,,0.00 ,,-6080.00 ,,,,,,,,,,,,,,,,-1444.00 ,-3914.00 ,-722.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,商业,43784.00 ,天津榆关道项目,CRCCRE-DC-XM-2020-057,天津市河北区榆关道地块项目工程设计服务合同,CRCCRE-SJ-CZ-2019-016,策划+方案+施工图,CRCCRE-SY-XTZY-TJSZGLYGDXM-KF.QQ.02.01-2019-002,中铁房地产兴泰（天津）置业有限公司,24490.00 ,"策划：20万/项目
公建方案45元/平米、公建施工图40元/平米",2281650.00 ,200000.00 ,0.00 ,1102050.00 ,0.00 ,0.00 ,979600.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,,,0.00 ,无,1.00 ,合同签订后,0.10 ,228165.00 ,228165.00 ,开票,43816.00 ,/,/,228165.00 ,43816.00 ,228165.00 ,43818.00 ,0.00 ,,合同签订,/,43784.00 ,1993494.25 ,1993494.25 ,1993494.25 ,288155.75 ,0.00 ,0.00 ,114082.50 ,,114082.50 ,,,,,,,,,,,,114082.50 ,,114082.50 ,,,,,,,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,CRCCRE-SJ-CZ-2019-016,,,,,,,,,,,,,,,,,,,,,,2.00 ,深度策划定位完成经过甲方认可并提交策划报告后,0.10 ,228165.00 ,1368990.00 ,产值确认单,44526.00 ,1368990.00 ,44526.00 ,228165.00 ,45982.00 ,228165.00 ,46001.00 ,1140825.00 ,,,,,,,,,,,,,924068.25 ,,,330839.25 ,,57041.25 ,,,,,,57041.25 ,,,228165.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,CRCCRE-SJ-CZ-2019-016,,,,,,,,,,,,,,,,,,,,,,3.00 ,方案调整、修改并通过政府审查（网上公示）,0.30 ,684495.00 ,,,,,,684495.00 ,44788.00 ,684495.00 ,44796.00 ,-684495.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,513371.25 ,,,102674.25 ,,34224.75 ,,,,,,34224.75 ,,,,,,,,,,,,,,,
,,,,,,CRCCRE-SJ-CZ-2019-016,,,,,,,,,,,,,,,,,,,,,,4.00 ,最终扩初设计与咨询取得政府相关部门审批（取得规划许可证）,0.20 ,456330.00 ,,,,,,456330.00 ,44909.00 ,456330.00 ,44923.00 ,-456330.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,182532.00 ,,,228165.00 ,,22816.50 ,,,,,,22816.50 ,,,,,,,,,,,,,,,
,,,,,,CRCCRE-SJ-CZ-2019-016,,,,,,,,,,,,,,,,,,,,,,5.00 ,施工图审查完成并审查合格后,0.25 ,570412.50 ,396339.25 ,产值确认单,45981.00 ,,,396339.25 ,45982.00 ,396339.25 ,46001.00 ,0.00 ,,,,,,,,,,,,,60608.91 ,,,275061.06 ,,58851.42 ,,,,,,1817.86 ,,,247035.25 ,,,95751.26 ,,51734.88 ,,,,,,1817.86 ,,,,,,,,,,,,,,,
,,,,,,CRCCRE-SJ-CZ-2019-016,,,,,,,,,,,,,,,,,,,,,,6.00 ,施工配合、竣工验收完成后,0.05 ,114082.50 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商业,44923.00 ,天津榆关道项目,,天津市河北区榆关道地块项目工程设计服务合同补充协议（一）,CRCCRE-SJ-CZ-2019-016-B1,方案+施工图,CRCCRE-SY-XTZY-TJSZGLYGDXM-KF.QQ.02.01-2019-002-B1,中铁房地产兴泰（天津）置业有限公司,/,/,1612328.50 ,,,1092866.84 ,,,441263.73 ,,78197.93 ,,,,,,,,1.00 ,本补充协议签订生效后30个工作日内支付,0.50 ,806164.25 ,1612328.50 ,产值确认单,44921.00 ,,,806164.25 ,45028.00 ,806164.25 ,45076.00 ,,,,,,,,,,,,,,1092866.84 ,,,441263.73 ,,78197.93 ,,,,,,,,,546433.42 ,,,220631.86 ,,39098.97 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,按甲方要求提交本补充协议全部设计成果并经甲方审核通过（甲方同意在收到乙方提交的成果文件后7日内审核通过或提出意见，否则视为乙方提交的成果文件得到了甲方的审核通过）后30个工作日支付,0.30 ,483698.55 ,-806164.25 ,产值确认单,45981.00 ,,,,,0.00 ,,,,,,,,,,,,,,,-360007.08 ,,,-399941.67 ,,-46215.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,尾款随原合同第8条第2款序号4节点支付（即：最终扩初设计与咨询取得政府相关部门审批（取得规划许可证）后30个工作日内支付）,0.20 ,322465.70 ,,,,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,商业,43642.00 ,天津诗景软装（完成）,无,天津诗景广场公寓楼样板间室内软装设计及配饰工程管理服务合同,CRCCRE-SJ-CZ-2019-006,软装管理,,中铁房地产集团商业地产开发管理有限公司,/,"软装(含采购摆场)
4300/㎡",1490000.00 ,0.00 ,1490000.00 ,,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,,,0.00 ,创作中心：1450000,1.00 ,软装方案设计得到甲方认可后7个工作日内支付,0.50 ,745000.00 ,745000.00 ,开票,43650.00 ,/,/,745000.00 ,43650.00 ,745000.00 ,43669.00 ,0.00 ,,完成,/,/,1490000.00 ,1490000.00 ,1490000.00 ,0.00 ,0.00 ,0.00 ,,745000.00 ,,,,,,,,,,,,,,745000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,配置清单经甲方确认后，摆场工作开展前3个工作日内支付,0.40 ,596000.00 ,596000.00 ,开票,43657.00 ,/,/,596000.00 ,43657.00 ,596000.00 ,43823.00 ,0.00 ,汇票，未承兑,,/,/,,,,,,,,596000.00 ,,,,,,,,,,,,,,596000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,现场安装及摆场完成工作完成并经甲方验收后7个工作日内支付。,0.07 ,104300.00 ,104300.00 ,开票,44048.00 ,,,104300.00 ,44048.00 ,104300.00 ,44153.00 ,0.00 ,开票至100%,,5月底请款,43824.00 ,,,,,,,,,,,,,,,,,,,,104300.00 ,,,,,,,,,,,,,,104300.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,验收完成后满一年支付。,0.03 ,44700.00 ,44700.00 ,开票,44048.00 ,,,44700.00 ,44048.00 ,44700.00 ,44364.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,,44700.00 ,,,,,,,,,,,,,,,
3,商业,44027.00 ,天津诗景软装（完成）,无,天津诗景广场公寓楼样板间室内软装设计及配饰工程管理服务合同（结算）补充协议,CRCCRE-SJ-CZ-2019-006-B1,软装管理,,中铁房地产集团商业地产开发管理有限公司,/,"软装(含采购摆场)
4300/㎡",86000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,,,86000.00 ,项目管理中心：86000,1.00 ,软装方案设计得到甲方认可后7个工作日内支付,0.50 ,43000.00 ,43000.00 ,开票,44048.00 ,/,/,43000.00 ,44048.00 ,43000.00 ,44153.00 ,0.00 ,,完成,,,86000.00 ,86000.00 ,86000.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,43000.00 ,,,,,,,,,,,,,,43000.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,配置清单经甲方确认后，摆场工作开展前3个工作日内支付,0.40 ,34400.00 ,34400.00 ,开票,44048.00 ,/,/,34400.00 ,44048.00 ,34400.00 ,44153.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,34400.00 ,,,,,,,,,,,,,,34400.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,现场安装及摆场完成工作完成并经甲方验收后7个工作日内支付。,0.07 ,6020.00 ,6020.00 ,开票,44048.00 ,/,/,6020.00 ,44048.00 ,6020.00 ,44153.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,6020.00 ,,,,,,,,,,,,,,6020.00 ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,验收完成后满一年支付。,0.03 ,2580.00 ,2580.00 ,开票,44048.00 ,,,2580.00 ,44048.00 ,2580.00 ,44364.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,2580.00 ,,,,,,,,,,,,,,2580.00 ,,,,,,,,,,,,,,,
3,商业,43005.00 ,"天津国际城1A、1B
（中止）",无,中国铁建国际城1A、1B地块社区商业集合店设计咨询及精装修设计合同,CRCCRE-SJ-CZ-2017-015,精装管理,,中铁房地产集团商业地产开发管理有限公司,/,精装面积980平米,450000.00 ,0.00 ,0.00 ,0.00 ,450000.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,,,0.00 ,创作二室：350000,精装咨询-1,"精装修施工图设计完成并得到甲方认可后，5个工作日内请款,次月30日前支付。",0.90 ,90000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,项目暂停，未达请款条件,,175000.00 ,175000.00 ,175000.00 ,275000.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装咨询-2,"室内精装修施工完成并通过甲方认可后，5个工作日内请款,次月30日前支付。",0.10 ,10000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,项目暂停，未达请款条件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装设计-1,概念设计得到甲方认可后，5个工作日内请款，次月30日前支付,0.50 ,175000.00 ,175000.00 ,开票,43049.00 ,/,/,175000.00 ,43049.00 ,175000.00 ,43089.00 ,0.00 ,,/,/,/,,,,,,,,,,175000.00 ,,,,,,,,,,,,,,175000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装设计-2,提交精装修施工图成果后5个工作日内请款，次月30日前支付,0.40 ,140000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,项目暂停，未达请款条件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,精装设计-3,室内施工完成后5个工作日内请款，次月30日前支付,0.10 ,35000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,,,项目暂停，未达请款条件,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商业,43441.00 ,天津赵沽里,无,金钟河大街南侧项目规划方案设计及工程设计委托管理服务合同,CRCCRE-SJ-CZ-2018-050,方案+咨询+施工图外委,,中铁房地产兴泰（天津）置业有限公司,119975.97 ,方案单价：20元/平米，施工图外委单价：28.5元/平米，咨询：5元/平米,6420242.11 ,0.00 ,0.00 ,5820362.26 ,0.00 ,0.00 ,0.00 ,,599879.85 ,0.00 ,0.00 ,,,,0.00 ,"创作一室：
3420842.86",1.00 ,签订合同后30日内支付,0.20 ,1284048.42 ,1284048.42 ,开票,43486.00 ,/,/,1284048.42 ,43486.00 ,4500000.00 ,43550.00 ,0.00 ,1-3节点合并请款，并根据规划许可证面积调整合同额，规证面积为121629.6平米，合同额为6496532.29元,/,/,/,6544855.17 ,6542660.74 ,6542660.74 ,-48322.88 ,2194.43 ,0.00 ,,,1164072.45 ,,,,,119975.97 ,,,,,,,,,4078749.73 ,,,,,421250.27 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,取得工程规划许可证后30日内支付,0.30 ,1926072.63 ,1964217.72 ,开票,43486.00 ,/,/,1964217.72 ,43486.00 ,0.00 ,43550.00 ,0.00 ,,/,/,/,,,,,,,,,1780119.69 ,,,,,184098.03 ,,,,,,,,,0.00 ,,,,,0.00 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00 ,取得施工图审查合格证后30日内支付,0.40 ,2568096.84 ,2598612.92 ,开票,43486.00 ,/,/,2598612.92 ,43486.00 ,1346879.06 ,43646.00 ,0.00 ,,设计：施工图审查完成；咨询：报告待完成，未打印,/,,,,,,,,,,2355353.72 ,,,,,243259.20 ,,,,,,,,,1220796.13 ,,,,,126082.93 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.00 ,竣工验收合格后30日内支付,0.05 ,321012.11 ,324826.61 ,产值确认单,44526.00 ,,,324826.61 ,44930.00 ,324826.61 ,44970.00 ,0.00 ,合同额修正为6496532.29元,,,,,,,,,,,,294419.21 ,,,,,30407.40 ,,,,,,,,,294419.21 ,,,,,30407.40 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00 ,竣工验收备案后30日内支付,0.05 ,321012.11 ,373149.49 ,产值确认单,44879.00 ,,,370955.06 ,44930.00 ,370955.07 ,44970.00 ,0.00 ,"合同额修正为6496532.29元，增加天友晒图费48322.88元  
确认后改为46128.45 ，最终结算合同额6542660.74",,,,,,,,,,,,342742.09 ,,,,,30407.40 ,,,,,,,,,340547.67 ,,,,,30407.40 ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2194.43 ,产值确认单,44940.00 ,,,,,,,,,,,,,,,,,,,,-2194.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商业,43840.00 ,天津赵沽里,无,金钟河大街南侧项目规划方案设计及工程设计委托管理服务合同补充（一）,CRCCRE-SJ-CZ-2018-050-B1,施工图外委,,中铁房地产兴泰（天津）置业有限公司,/,/,80000.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,,,80000.00 ,项目中心：80000,1.00 ,补充合同（一）签订后，乙方按甲方要求提交全部设计成果并经甲方审核通过后，甲方于次月30日前向乙方支付,1.00 ,80000.00 ,80000.00 ,开票,43938.00 ,/,/,80000.00 ,43938.00 ,80000.00 ,43971.00 ,0.00 ,,/,/,/,80000.00 ,80000.00 ,80000.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,80000.00 ,,,,,,,,,,,,,,80000.00 ,,,,,,,,,,,,,,,
,商业,43413.00 ,商业公司可研,无,概念规划设计服务框架协议（商业公司）,CRCCRE-SJ-CZ-2018-038,可研,,中铁房地产集团商业地产开发管理有限公司,/,按照用地面积取费，10公顷以下为10万/项，10公顷以上为1万元/公顷，据实结算,1000000.00 ,0.00 ,0.00 ,500000.00 ,500000.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,,,0.00 ,无,1.00 ,乙方应于每季度最后1个月统计本季度完成工作量，并于当月25日前，按甲方要求提交本季度各项目完成情况的相关资料（包括不限于台账、请款函等），甲方确认无误后将于次月底向乙方支付相应款项。,1.00 ,1000000.00 ,0.00 ,,,,,,,0.00 ,,0.00 ,合同到期，重新签订补充协议,,已过期,,0.00 ,0.00 ,0.00 ,1000000.00 ,0.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,商业,44397.00 ,天津赵沽里项目,无,"金钟河大街南侧项目
规划方案设计及工程设计委托管理服务合同补充（二）",CRCCRE-SJ-CZ-2018-050-B2,施工图外委,,中铁房地产兴泰（天津）置业有限公司,/,/,80000.00 ,,,80000.00 ,,,,,,,,,,,,,1.00 ,一次性支付，乙方就已完成的工作量有向甲方收取款项的权利。本补充合同（二）签订后且乙方按甲方要求提交全部设计成果并经甲方审核通过后，甲方于次月30日内向乙方支付本补充合同（二）设计费用的100%。,1.00 ,80000.00 ,80000.00 ,产值确认单,44446.00 ,80000.00 ,44446.00 ,80000.00 ,44446.00 ,80000.00 ,44453.00 ,0.00 ,,,,,80000.00 ,80000.00 ,80000.00 ,0.00 ,0.00 ,0.00 ,,,80000.00 ,,,,,,,,,,,,,,80000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,
,商业,44652.00 ,天津赵沽里项目,无,"金钟河大街南侧项目
规划方案设计及工程设计委托管理服务合同补充（三）",CRCCRE-SJ-CZ-2018-050-B3,施工图外委,,中铁房地产兴泰（天津）置业有限公司,/,/,170000.00 ,,,,,,,,,,,,,,170000.00 ,项目管理中心,1.00 ,一次性支付，合同签订后，乙方按甲方要求提交全部设计成果并经甲方审核通过后，甲方于次月30日内向乙方支付本补充协议设计费用的100%。,1.00 ,170000.00 ,170000.00 ,产值确认单,44781.00 ,170000.00 ,44781.00 ,170000.00 ,44788.00 ,170000.00 ,44796.00 ,,,,,,,,,,,,,,,,,,,,,,,,,170000.00 ,,,,,,,,,,,,,,170000.00 ,直接委托,OA,,,,,,,,,,,,,
,商业,43970.00 ,商业公司可研补充协议（完成）,/,概念规划设计服务框架协议-补充协议（商业公司）,CRCCRE-SJ-CZ-2018-038-B1,可研,,中铁房地产集团商业地产开发管理有限公司,/,按照用地面积取费，10公顷以下为10万/项，10公顷以上为1万元/公顷，据实结算,1000000.00 ,0.00 ,0.00 ,800000.00 ,200000.00 ,0.00 ,0.00 ,,0.00 ,0.00 ,0.00 ,,,,0.00 ,创作一室：150000,1.00 ,怀来葡萄酒小镇地块项目10万元、福建龙岩项目20万元、成都都江堰青城山项目20万元,0.50 ,500000.00 ,500000.00 ,开票,44126.00 ,/,/,500000.00 ,44126.00 ,500000.00 ,44181.00 ,0.00 ,,完成,20年续签,,1000000.00 ,1000000.00 ,1000000.00 ,0.00 ,0.00 ,0.00 ,,,500000.00 ,,,,,,,,,,,,,,500000.00 ,,,,,,,,,,,,直接委托,OA,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,"创一：天津汪庄子项目10万、天津西青张家窝项目10万、天津自行车厂项目10万
创二：天津河东区金钟河大街4号地块10万、临沂市兰山区义堂镇中央大街10万",0.50 ,500000.00 ,500000.00 ,开票,44176.00 ,/,/,500000.00 ,44176.00 ,500000.00 ,44214.00 ,0.00 ,,,,,,,,,,,,,300000.00 ,200000.00 ,,,,,,,,,,,,,300000.00 ,200000.00 ,,,,,,,,,,,,,,,,,,,,,,,,,
,商业,42849.00 ,中国铁建国际城3C、5B（暂停）,无,中国铁建国际城（3C地块住宅、5B地块住宅）项目建筑设计咨询服务合同,CRCCRE-SJ-ZX-2017-005,咨询,,中铁房地产集团商业地产管理有限公司,86400.00 ,"全过程咨询，
7元/平米",604800.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,604800.00 ,0.00 ,0.00 ,,,,0.00 ,无,1.00 ,合同签订后,0.20 ,120960.00 ,120960.00 ,开票,42878.00 ,/,/,120960.00 ,42878.00 ,120960.00 ,43092.00 ,0.00 ,第1、2节点合并开票,/,/,/,604800.00 ,604800.00 ,604800.00 ,0.00 ,0.00 ,0.00 ,,,,,,,,120960.00 ,,,,,,,,,,,,,,120960.00 ,,,,,,,,,,,,,,,,,,,,,
